OTU,Kingdom,Phylum,Class,Order,Family,Genus
Otu20593,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20594,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20595,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20596,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20597,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20598,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20599,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20600,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20601,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20602,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20603,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20604,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20605,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20606,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20607,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20608,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20609,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20610,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20611,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20612,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20613,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20614,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20615,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20616,Eukaryota,Vertebrata,Actinopterygii,Teleostei_or,Teleostei_fa,Teleostei_ge
Otu20617,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20618,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20619,Eukaryota,Arthropoda,Maxillopoda,Harpacticoida,Harpacticoida_fa,Harpacticoida_ge
Otu20620,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20621,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20622,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20623,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20624,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20625,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20626,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20627,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20628,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20629,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20630,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Navicula
Otu20631,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20632,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20633,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20634,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20635,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Navicula
Otu20636,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20637,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20638,Eukaryota,Cercozoa,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified
Otu20639,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20640,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20641,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Hypotrichia_unclassified
Otu20642,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20643,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20644,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20645,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20646,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20647,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20648,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20649,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20650,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20651,Eukaryota,Ochrophyta,Chrysophyceae,Chrysophyceae_unclassified,Chrysophyceae_unclassified,Chrysophyceae_unclassified
Otu20652,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20653,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20654,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20655,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20656,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20657,Eukaryota,Ochrophyta,Diatomea,Diatomea_unclassified,Diatomea_unclassified,Diatomea_unclassified
Otu20658,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20659,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20660,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20661,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20662,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20663,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20664,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20665,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20666,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20667,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20668,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20669,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20670,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20671,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20672,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20673,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Navicula
Otu20674,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20675,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20676,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20677,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20678,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20679,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20680,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20681,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20682,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20683,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20684,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20685,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20686,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20687,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20688,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20689,Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Melosirids,Stephanopyxis
Otu20690,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20691,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20692,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20693,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20694,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20695,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20696,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20697,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20698,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20699,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20700,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20701,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20702,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20703,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20704,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20705,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20706,Eukaryota,Ochrophyta,Diatomea,Diatomea_unclassified,Diatomea_unclassified,Diatomea_unclassified
Otu20707,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20708,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20709,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20710,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Navicula
Otu20711,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20712,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20713,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu20714,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20715,Eukaryota,Cercozoa,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified,Cercozoa_unclassified
Otu20716,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20717,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20718,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20719,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20720,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20721,Eukaryota,Chlorophyta_ph,Trebouxiophyceae,Trebouxiophyceae_or,Trebouxiophyceae_fa,Trebouxiophyceae_ge
Otu20722,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20723,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20724,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20725,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20726,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20727,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20728,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20729,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20730,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20731,Eukaryota,Ochrophyta,Diatomea,Diatomea_unclassified,Diatomea_unclassified,Diatomea_unclassified
Otu20732,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20733,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20734,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20735,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20736,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20737,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20738,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20739,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20740,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20741,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20742,Eukaryota,Basidiomycota,Exobasidiomycetes,Malasseziales,Incertae_Sedis,Malassezia
Otu20743,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20744,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20745,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20746,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20747,Eukaryota,Ochrophyta,Diatomea,Diatomea_unclassified,Diatomea_unclassified,Diatomea_unclassified
Otu20748,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20749,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20750,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20751,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20752,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20753,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20754,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20755,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20756,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20757,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20758,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20759,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20760,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20761,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20762,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20763,Eukaryota,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified
Otu20764,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20765,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20766,Eukaryota,Vertebrata,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified
Otu20767,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified
Otu20768,Eukaryota,Arthropoda,Maxillopoda,Harpacticoida,Harpacticoida_fa,Harpacticoida_ge
Otu20769,Eukaryota,Vertebrata,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified
Otu20770,Eukaryota,Rotifera,Bdelloidea,Adinetida,Adinetida_fa,Adinetida_ge
Otu20771,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20772,Eukaryota,Incertae_Sedis,Incertae_Sedis_cl,Incertae_Sedis_or,Incertae_Sedis_fa,Developayella
Otu20773,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20774,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20775,Eukaryota,Ochrophyta,Chrysophyceae,Ochromonadales,Ochromonadales_fa,Paraphysomonas
Otu20776,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20777,Eukaryota,Incertae_Sedis,Incertae_Sedis_cl,Incertae_Sedis_or,Incertae_Sedis_fa,Developayella
Otu20778,Eukaryota,Incertae_Sedis,Incertae_Sedis_cl,Incertae_Sedis_or,Incertae_Sedis_fa,Developayella
Otu20779,Eukaryota,Incertae_Sedis,Incertae_Sedis_cl,Incertae_Sedis_or,Incertae_Sedis_fa,Developayella
Otu20780,Eukaryota,Incertae_Sedis,Incertae_Sedis_cl,Incertae_Sedis_or,Incertae_Sedis_fa,Developayella
Otu20781,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20782,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20783,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20784,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20785,Eukaryota,Incertae_Sedis,Incertae_Sedis_cl,Incertae_Sedis_or,Incertae_Sedis_fa,Developayella
Otu20786,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20787,Eukaryota,Incertae_Sedis,Incertae_Sedis_cl,Incertae_Sedis_or,Incertae_Sedis_fa,Developayella
Otu20788,Eukaryota,Incertae_Sedis,Incertae_Sedis_cl,Incertae_Sedis_or,Incertae_Sedis_fa,Developayella
Otu20789,Eukaryota,Incertae_Sedis,Incertae_Sedis_cl,Incertae_Sedis_or,Incertae_Sedis_fa,Developayella
Otu20790,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20791,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu20792,Eukaryota,Vertebrata,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified
Otu20793,Eukaryota,Incertae_Sedis,Incertae_Sedis_cl,Incertae_Sedis_or,Incertae_Sedis_fa,Developayella
Otu20794,Eukaryota,Incertae_Sedis,Incertae_Sedis_cl,Incertae_Sedis_or,Incertae_Sedis_fa,Developayella
Otu20795,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20796,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu20797,Eukaryota,Incertae_Sedis,Incertae_Sedis_cl,Incertae_Sedis_or,Incertae_Sedis_fa,Developayella
